,Sr No.,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix,"Bond
Number",Denominations,Issue Branch Code,Issue Teller,Status
25,8895,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,ELITE DEVELOPERS,OC,11983,10000000,847,3898296,Paid
26,8896,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9980,10000000,847,3898296,Paid
27,8897,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9974,10000000,847,3898296,Paid
28,8898,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9982,10000000,847,3898296,Paid
29,8899,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9976,10000000,847,3898296,Paid
30,8900,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9978,10000000,847,3898296,Paid
31,8901,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,EVEY TRANS PVT LTD,OC,9984,10000000,847,3898296,Paid
32,8902,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GANGDARI HYDRO POWER PVT LTD,OC,11999,10000000,847,3898296,Paid
33,8903,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO ASTHA PROJECTS (INDIA) PVT LTD,OC,11997,10000000,847,3898296,Paid
34,8904,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO HIM KAILASH HYDRO POWER PVT LTD,OC,12001,10000000,847,3898296,Paid
35,8905,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO SOLAR POWER (DHARAMAVARAM) LTD,OC,11991,10000000,847,3898296,Paid
36,8906,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO SRI SAI KRISHNA HYDRO ENERGIES PVT LTD,OC,11987,10000000,847,3898296,Paid
37,8907,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,OC,12003,10000000,847,3898296,Paid
38,8908,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,GREENKO SUMEZ HYDRO ENERGIES PVT LTD,OC,12007,10000000,847,3898296,Paid
39,8909,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9981,10000000,847,3898296,Paid
40,8910,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9991,10000000,847,3898296,Paid
41,8911,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9959,10000000,847,3898296,Paid
42,8912,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9985,10000000,847,3898296,Paid
43,8913,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9979,10000000,847,3898296,Paid
44,8914,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9977,10000000,847,3898296,Paid
45,8915,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9995,10000000,847,3898296,Paid
46,8916,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9967,10000000,847,3898296,Paid
47,8917,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9975,10000000,847,3898296,Paid
48,8918,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9987,10000000,847,3898296,Paid
0,8919,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9961,10000000,847,3898296,Paid
1,8920,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9965,10000000,847,3898296,Paid
2,8921,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9973,10000000,847,3898296,Paid
3,8922,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9989,10000000,847,3898296,Paid
4,8923,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9957,10000000,847,3898296,Paid
5,8924,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9963,10000000,847,3898296,Paid
6,8925,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9993,10000000,847,3898296,Paid
7,8926,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9969,10000000,847,3898296,Paid
8,8927,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9983,10000000,847,3898296,Paid
9,8928,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,HES INFRA PVT LTD,OC,9971,10000000,847,3898296,Paid
10,8929,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TL,7590,1000000,847,3898296,Paid
11,8930,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23742,100000,847,3898296,Paid
12,8931,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23738,100000,847,3898296,Paid
13,8932,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23748,100000,847,3898296,Paid
14,8933,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23744,100000,847,3898296,Paid
15,8934,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23736,100000,847,3898296,Paid
16,8935,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23746,100000,847,3898296,Paid
17,8936,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23752,100000,847,3898296,Paid
18,8937,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23740,100000,847,3898296,Paid
19,8938,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,OL,23750,100000,847,3898296,Paid
20,8939,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TT,71526,10000,847,3898296,Paid
21,8940,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TT,71524,10000,847,3898296,Paid
22,8941,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TT,71522,10000,847,3898296,Paid
23,8942,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TT,71528,10000,847,3898296,Paid
24,8943,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS INDUSTRIAL TEC,TT,71530,10000,847,3898296,Paid
25,8944,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TL,7588,1000000,847,3898296,Paid
26,8945,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23725,100000,847,3898296,Paid
27,8946,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23732,100000,847,3898296,Paid
28,8947,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23721,100000,847,3898296,Paid
29,8948,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23731,100000,847,3898296,Paid
30,8949,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23719,100000,847,3898296,Paid
31,8950,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23729,100000,847,3898296,Paid
32,8951,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23727,100000,847,3898296,Paid
33,8952,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23723,100000,847,3898296,Paid
34,8953,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,OL,23734,100000,847,3898296,Paid
35,8954,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TT,71511,10000,847,3898296,Paid
36,8955,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TT,71515,10000,847,3898296,Paid
37,8956,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TT,71517,10000,847,3898296,Paid
38,8957,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TT,71513,10000,847,3898296,Paid
39,8958,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,INDUS ORGANICS,TT,71519,10000,847,3898296,Paid
40,8959,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,IRA BLOSSOM FIELDS,OC,11979,10000000,847,3898296,Paid
41,8960,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,IRA BLOSSOM FIELDS,OC,11977,10000000,847,3898296,Paid
42,8961,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,IRA BLOSSOM FIELDS,OC,11975,10000000,847,3898296,Paid
43,8962,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TL,7589,1000000,847,3898296,Paid
44,8963,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23733,100000,847,3898296,Paid
45,8964,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23728,100000,847,3898296,Paid
46,8965,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23724,100000,847,3898296,Paid
47,8966,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23720,100000,847,3898296,Paid
48,8967,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23726,100000,847,3898296,Paid
0,8968,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23722,100000,847,3898296,Paid
1,8969,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23735,100000,847,3898296,Paid
2,8970,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23737,100000,847,3898296,Paid
3,8971,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,OL,23730,100000,847,3898296,Paid
4,8972,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71523,10000,847,3898296,Paid
5,8973,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71518,10000,847,3898296,Paid
6,8974,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71512,10000,847,3898296,Paid
7,8975,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71516,10000,847,3898296,Paid
8,8976,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71527,10000,847,3898296,Paid
9,8977,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71514,10000,847,3898296,Paid
10,8978,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71521,10000,847,3898296,Paid
11,8979,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71525,10000,847,3898296,Paid
12,8980,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KONERU RAVITEJA,TT,71520,10000,847,3898296,Paid
13,8981,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9696,10000000,847,3898296,Paid
14,8982,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9698,10000000,847,3898296,Paid
15,8983,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9996,10000000,847,3898296,Paid
16,8984,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9992,10000000,847,3898296,Paid
17,8985,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,10000,10000000,847,3898296,Paid
18,8986,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9998,10000000,847,3898296,Paid
19,8987,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9988,10000000,847,3898296,Paid
20,8988,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9986,10000000,847,3898296,Paid
21,8989,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9990,10000000,847,3898296,Paid
22,8990,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,KOYA AND COMPANY CONSTRUCTION LTD,OC,9994,10000000,847,3898296,Paid
23,8991,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TL,7591,1000000,847,3898296,Paid
24,8992,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23743,100000,847,3898296,Paid
25,8993,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23747,100000,847,3898296,Paid
26,8994,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23739,100000,847,3898296,Paid
27,8995,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23745,100000,847,3898296,Paid
28,8996,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23753,100000,847,3898296,Paid
29,8997,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23755,100000,847,3898296,Paid
30,8998,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23751,100000,847,3898296,Paid
31,8999,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23741,100000,847,3898296,Paid
32,9000,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,OL,23749,100000,847,3898296,Paid
33,9001,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71537,10000,847,3898296,Paid
34,9002,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71533,10000,847,3898296,Paid
35,9003,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71541,10000,847,3898296,Paid
36,9004,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71543,10000,847,3898296,Paid
37,9005,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71539,10000,847,3898296,Paid
38,9006,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71545,10000,847,3898296,Paid
39,9007,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71535,10000,847,3898296,Paid
40,9008,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71529,10000,847,3898296,Paid
41,9009,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,LOKESH KUMAR,TT,71531,10000,847,3898296,Paid
42,9010,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OC,10242,10000000,1,6405134,Paid
43,9011,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OC,10238,10000000,1,6405134,Paid
44,9012,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OC,10240,10000000,1,6405134,Paid
45,9013,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,TL,14702,1000000,1,6405134,Paid
46,9014,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,TL,14704,1000000,1,6405134,Paid
47,9015,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OL,29489,100000,1,6405134,Paid
48,9016,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OL,29495,100000,1,6405134,Paid
0,9017,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OL,29491,100000,1,6405134,Paid
1,9018,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OL,29493,100000,1,6405134,Paid
2,9019,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,MKJ ENTERPRISES LIMITED,OL,29497,100000,1,6405134,Paid
3,9020,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9923,10000000,847,3898296,Paid
4,9021,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9929,10000000,847,3898296,Paid
5,9022,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9925,10000000,847,3898296,Paid
6,9023,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9951,10000000,847,3898296,Paid
7,9024,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9927,10000000,847,3898296,Paid
8,9025,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9941,10000000,847,3898296,Paid
9,9026,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9953,10000000,847,3898296,Paid
10,9027,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9955,10000000,847,3898296,Paid
11,9028,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9947,10000000,847,3898296,Paid
12,9029,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9935,10000000,847,3898296,Paid
13,9030,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9931,10000000,847,3898296,Paid
14,9031,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9939,10000000,847,3898296,Paid
15,9032,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9921,10000000,847,3898296,Paid
16,9033,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9917,10000000,847,3898296,Paid
17,9034,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9937,10000000,847,3898296,Paid
18,9035,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9933,10000000,847,3898296,Paid
19,9036,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9949,10000000,847,3898296,Paid
20,9037,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9943,10000000,847,3898296,Paid
21,9038,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9919,10000000,847,3898296,Paid
22,9039,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,MSN PHARMACHEM PVT LTD,OC,9945,10000000,847,3898296,Paid
23,9040,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,P TEJAVARDHAN REDDY,TL,7571,1000000,847,3898296,Paid
24,9041,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,P TEJAVARDHAN REDDY,TL,7573,1000000,847,3898296,Paid
25,9042,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,P TEJAVARDHAN REDDY,TL,7575,1000000,847,3898296,Paid
26,9043,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,P TEJAVARDHAN REDDY,TL,7577,1000000,847,3898296,Paid
27,9044,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,P TEJAVARDHAN REDDY,TL,7569,1000000,847,3898296,Paid
28,9045,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PAVANKUMAR REDDY KUNDURU,TL,7568,1000000,847,3898296,Paid
29,9046,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PAVANKUMAR REDDY KUNDURU,TL,7576,1000000,847,3898296,Paid
30,9047,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PAVANKUMAR REDDY KUNDURU,TL,7572,1000000,847,3898296,Paid
31,9048,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PAVANKUMAR REDDY KUNDURU,TL,7570,1000000,847,3898296,Paid
32,9049,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PAVANKUMAR REDDY KUNDURU,TL,7574,1000000,847,3898296,Paid
33,9050,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11955,10000000,847,3898296,Paid
34,9051,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,9699,10000000,847,3898296,Paid
35,9052,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11951,10000000,847,3898296,Paid
36,9053,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11959,10000000,847,3898296,Paid
37,9054,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11953,10000000,847,3898296,Paid
38,9055,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,9697,10000000,847,3898296,Paid
39,9056,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,9997,10000000,847,3898296,Paid
40,9057,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11961,10000000,847,3898296,Paid
41,9058,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,9999,10000000,847,3898296,Paid
42,9059,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PPR M SAND LLP,OC,11957,10000000,847,3898296,Paid
43,9060,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PRATYASH RENEWABLE PRIVATE LIMITED,OC,12021,10000000,847,3898296,Paid
44,9061,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,PRATYASH RENEWABLE PRIVATE LIMITED,OC,12019,10000000,847,3898296,Paid
45,9062,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,R.S.BROTHERS RETIAL INDIA PVT LTD,OC,11973,10000000,847,3898296,Paid
46,9063,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAVINDRANATHA REDDY BANDI,TL,7587,1000000,847,3898296,Paid
47,9064,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAVINDRANATHA REDDY BANDI,TL,7585,1000000,847,3898296,Paid
48,9065,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAVINDRANATHA REDDY BANDI,TL,7583,1000000,847,3898296,Paid
0,9066,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAVINDRANATHA REDDY BANDI,TL,7579,1000000,847,3898296,Paid
1,9067,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAVINDRANATHA REDDY BANDI,TL,7581,1000000,847,3898296,Paid
2,9068,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RAYALA SEEMA WIND ENERGY PVT LTD,OC,11993,10000000,847,3898296,Paid
3,9069,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,OC,10226,10000000,1,6405134,Paid
4,9070,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,OC,10234,10000000,1,6405134,Paid
5,9071,1.2022040800000023e+18,08/Apr/2022,08/Apr/2022,22/Apr/2022,RIPLEY AND CO. STEVEDORING & HANDLING PVT LTD,OC,10236,10000000,1,6405134,Paid
6,9072,8.4720220408e+20,08/Apr/2022,08/Apr/2022,22/Apr/2022,RT RENEWABLE ENERGY PVT LTD,OC,12047,10000000,847,3898296,Paid
